_ID,TimeSt,Country,Province,City,Latitude,Longitude,POIID,distance_km
5426524,2017-06-21T09:05:36.563Z,CA,ON,Cobalt,47.4609,-79.6325,POI3,511.84245234888647
5426405,2017-06-21T02:05:36.420Z,CA,AB,Calgary,51.1229,-114.189,POI1,273.6552970863314
5426367,2017-06-21T01:05:36.720Z,CA,AB,Calgary,51.0823,-114.142,POI1,277.57442608920326
5426310,2017-06-21T04:05:36.443Z,CA,AB,Calgary,51.1229,-114.189,POI1,273.6552970863314
5426252,2017-06-21T20:05:36.260Z,CA,AB,Calgary,51.0829,-114.095,POI1,277.01335294659464
5426218,2017-06-21T14:05:40.217Z,CA,ON,Markham,43.8971,-79.2817,POI3,486.31928375874577
5426144,2017-06-21T22:05:36.583Z,CA,AB,Calgary,51.1229,-114.189,POI1,273.6552970863314
5426120,2017-06-21T22:05:36.327Z,CA,MB,Winnipeg,49.91806,-97.18245,POI1,1189.8127824688395
5426083,2017-06-21T20:05:36.827Z,CA,ON,Sudbury,46.4946,-81.0066,POI3,584.505967827267
5426067,2017-06-21T14:05:36.807Z,CA,ON,Lindsay,44.357,-78.7405,POI3,427.28273960443835
5425975,2017-06-21T07:05:36.440Z,CA,AB,Calgary,51.1229,-114.189,POI1,273.6552970863314
5425936,2017-06-21T09:05:36.087Z,CA,SK,Saskatoon,52.1225,-106.72488,POI1,480.7344500350846
5425839,2017-06-21T19:05:29.840Z,CA,AB,Edmonton,53.43028,-113.62512,POI1,15.845827705949812
5425814,2017-06-21T09:05:28.447Z,CA,AB,Calgary,50.9819,-114.1004,POI1,288.18244401042864
5425795,2017-06-21T10:05:29.973Z,CA,AB,Edmonton,53.4579,-113.412,POI1,10.95958907888917
5425689,2017-06-21T17:05:30.327Z,CA,AB,Edmonton,53.4567,-113.5801,POI1,11.7440062297855
5425649,2017-06-21T22:05:28.030Z,CA,AB,Calgary,50.9505,-113.947,POI1,290.32648136852663
5425636,2017-06-21T03:05:24.983Z,CA,ON,Toronto,43.6719,-79.38391,POI3,504.3212997063668
5425544,2017-06-21T21:05:24.897Z,CA,ON,Belleville,44.1667,-77.3833,POI3,336.5104756513544
5425527,2017-06-21T16:05:26.483Z,CA,BC,Victoria,48.5137,-123.44793,POI1,892.1951292186288
5425522,2017-06-21T21:05:25.197Z,CA,BC,Vancouver,49.24345,-123.07394,POI1,818.3030418779815
5425510,2017-06-21T06:05:24.647Z,CA,ON,Collingwood,44.503,-80.217,POI3,534.789618044885
5425418,2017-06-21T17:05:24.570Z,CA,QC,Montréal,45.467,-73.6484,POI3,8.83890419235496
5425416,2017-06-21T17:05:23.550Z,CA,AB,Innisfail,52.0269,-113.9507,POI1,171.80316059857827
5425374,2017-06-21T03:05:21.447Z,CA,SK,Saskatoon,52.1225,-106.72488,POI1,480.7344500350846
5425275,2017-06-21T13:05:21.123Z,CA,ON,Thunder Bay,48.4527,-89.2162,POI3,1228.5762695462904
5425188,2017-06-21T21:05:21.583Z,CA,ON,Almonte,45.2294,-76.1904,POI3,207.53880779718446
5425112,2017-06-21T19:05:21.360Z,CA,ON,Almonte,45.2294,-76.1904,POI3,207.53880779718446
5425045,2017-06-21T13:05:21.070Z,CA,AB,Calgary,51.063,-113.889,POI1,277.47231401827935
5425002,2017-06-21T17:05:21.980Z,CA,AB,Calgary,51.1229,-114.189,POI1,273.6552970863314
5424984,2017-06-21T03:05:21.550Z,CA,ON,Almonte,45.2294,-76.1904,POI3,207.53880779718446
5424929,2017-06-21T21:05:21.357Z,CA,ON,Oakville,43.4934,-79.7126,POI3,536.874099019427
5424889,2017-06-21T13:05:20.937Z,CA,ON,Almonte,45.2294,-76.1904,POI3,207.53880779718446
5424862,2017-06-21T07:05:18.813Z,CA,ON,Toronto,43.63,-79.477,POI3,513.0979492548291
5424841,2017-06-21T09:05:22.000Z,CA,ON,Toronto,43.6587,-79.3966,POI3,505.88427208341324
5424777,2017-06-21T19:05:21.993Z,CA,ON,Toronto,43.6587,-79.3966,POI3,505.88427208341324
5424693,2017-06-21T14:05:21.587Z,CA,ON,North Bay,46.2801,-79.4502,POI3,462.9518252192523
5424689,2017-06-21T20:05:21.250Z,CA,ON,Almonte,45.2294,-76.1904,POI3,207.53880779718446
5424614,2017-06-21T18:05:20.777Z,CA,ON,Almonte,45.2294,-76.1904,POI3,207.53880779718446
5424574,2017-06-21T09:05:16.590Z,CA,AB,Calgary,51.02087,-114.10617,POI1,283.95111947102464
5424561,2017-06-21T08:05:20.673Z,CA,ON,Kitchener,43.4134,-80.496,POI3,597.5404191314042
5424464,2017-06-21T07:05:15.930Z,CA,ON,Thornhill,43.8395,-79.3831,POI3,496.34922110136324
5424438,2017-06-21T02:05:14.920Z,CA,ON,North York,43.7552,-79.4398,POI3,504.3843273377191
5424352,2017-06-21T20:05:14.863Z,CA,AB,Edmonton,53.6009,-113.426,POI1,7.252249782607969
5424261,2017-06-21T13:05:14.597Z,CA,AB,Edmonton,53.4371,-113.6303,POI1,15.444887291690007
5424210,2017-06-21T15:05:15.830Z,CA,ON,Thornhill,43.8395,-79.3831,POI3,496.34922110136324
5424129,2017-06-21T15:05:14.790Z,CA,AB,Edmonton,53.5606,-113.482,POI1,1.62372089848356
5424051,2017-06-21T15:05:14.683Z,CA,AB,Edmonton,53.5129,-113.623,POI1,9.79775203703857
5424034,2017-06-21T03:05:11.820Z,CA,AB,Calgary,51.08973,-113.95441,POI1,274.9930398063144
5423995,2017-06-21T01:05:11.470Z,CA,NS,Halifax,44.68178,-63.48592,POI4,63.586330839246685
5423889,2017-06-21T06:05:15.323Z,CA,ON,Thornhill,43.8395,-79.3831,POI3,496.34922110136324
5423885,2017-06-21T11:05:15.093Z,CA,AB,Edmonton,53.4158,-113.575,POI1,15.653392546650329
5423871,2017-06-21T20:05:14.783Z,CA,AB,Edmonton,53.5527,-113.42168,POI1,4.293571467154756
5423706,2017-06-21T09:05:14.247Z,CA,AB,Calgary,50.9505,-113.947,POI1,290.32648136852663
5423703,2017-06-21T12:05:12.713Z,CA,ON,Thornhill,43.8395,-79.3831,POI3,496.34922110136324
5423620,2017-06-21T22:05:11.510Z,CA,AB,Calgary,50.8935,-113.976,POI1,296.84583599504646
5423553,2017-06-21T14:05:14.643Z,CA,AB,Edmonton,53.5129,-113.623,POI1,9.79775203703857
5423542,2017-06-21T19:05:13.860Z,CA,AB,Calgary,50.92046,-114.01885,POI1,294.2115794479319
5423490,2017-06-21T18:05:12.657Z,CA,AB,Calgary,51.05186,-113.94979,POI1,279.14194180675986
5423428,2017-06-21T08:05:11.577Z,CA,ON,Oshawa,43.9205,-78.8287,POI3,452.19393260755925
5423333,2017-06-21T05:05:14.753Z,CA,AB,Edmonton,53.5129,-113.623,POI1,9.79775203703857
5423287,2017-06-21T21:05:11.410Z,CA,AB,Calgary,51.0378,-114.08,POI1,281.8279602381413
5423132,2017-06-21T09:05:09.860Z,CA,ON,Scarborough,43.8278,-79.2764,POI3,489.0921884368713
5422965,2017-06-21T19:05:09.977Z,CA,AB,Edmonton,53.587,-113.441,POI1,5.416846823637305
5422878,2017-06-21T09:05:09.790Z,CA,BC,Richmond,49.1626,-123.1721,POI1,829.5254831898844
5422855,2017-06-21T22:05:09.750Z,CA,BC,Saanich,48.469,-123.342,POI1,889.8475040115939
5422776,2017-06-21T18:05:09.610Z,CA,BC,Kelowna,49.865,-119.493,POI1,581.774697838111
5422684,2017-06-21T07:05:08.753Z,CA,ON,Ajax,43.8959,-79.0344,POI3,468.29952157373094
5422618,2017-06-21T13:05:08.890Z,CA,AB,Calgary,50.92046,-114.01885,POI1,294.2115794479319
5422581,2017-06-21T09:05:08.547Z,CA,ON,Toronto,43.6587,-79.3966,POI3,505.88427208341324
5422499,2017-06-21T01:05:07.923Z,CA,ON,Toronto,43.6587,-79.3966,POI3,505.88427208341324
5422350,2017-06-21T20:05:06.887Z,CA,ON,Woodbridge,43.843,-79.558,POI3,509.01854335566475
5422299,2017-06-21T12:05:05.713Z,CA,ON,Toronto,43.7129,-79.3888,POI3,502.6877452487099
5422149,2017-06-21T19:05:09.713Z,CA,ON,North Bay,46.3377,-79.3717,POI3,457.9792316399065
5422077,2017-06-21T10:05:05.830Z,CA,ON,Kitchener,43.4134,-80.496,POI3,597.5404191314042
5422030,2017-06-21T08:05:07.490Z,CA,ON,North York,43.7427,-79.43651,POI3,504.733028981937
5421975,2017-06-21T04:05:06.303Z,CA,ON,Burlington,43.3889,-79.7682,POI3,546.209773835953
5421892,2017-06-21T15:05:05.493Z,CA,BC,Surrey,49.1301,-122.838,POI1,813.2830156661515
5421868,2017-06-21T13:05:03.103Z,CA,SK,Saskatoon,52.1225,-106.72488,POI1,480.7344500350846
5421844,2017-06-21T17:04:59.620Z,CA,NL,St. John's,47.5144,-52.6566,POI4,849.6545947742275
5421779,2017-06-21T02:04:59.590Z,CA,NL,Corner Brook,48.9516,-57.9553,POI4,575.3734521671197
5421773,2017-06-21T00:04:59.437Z,CA,NL,St. John's,47.5144,-52.6566,POI4,849.6545947742275
5421679,2017-06-21T13:04:58.493Z,CA,ON,Scarborough,43.836,-79.22759,POI3,485.15366649372163
5421597,2017-06-21T09:04:57.163Z,CA,ON,Scarborough,43.7084,-79.2856,POI3,495.4375044956862
5421475,2017-06-21T11:04:59.613Z,CA,NS,Halifax,44.6701,-63.6036,POI4,68.23979937266118
5421397,2017-06-21T16:04:57.550Z,CA,ON,Toronto,43.6512,-79.4828,POI3,512.4791576177937
5421227,2017-06-21T20:04:54.797Z,CA,ON,Huron Park,43.2593,-81.1398,POI3,651.9260739083128
5421051,2017-06-21T17:04:58.607Z,CA,AB,Calgary,51.0823,-113.9578,POI1,275.8406643288439
5421002,2017-06-21T16:04:56.590Z,CA,ON,Toronto,43.7264,-79.3978,POI3,502.693975649233
5420950,2017-06-21T14:04:56.327Z,CA,AB,Fort Mcmurray,56.7377,-111.438,POI1,377.948481917311
5420909,2017-06-21T20:04:55.117Z,CA,SK,Saskatoon,52.1225,-106.72488,POI1,480.7344500350846
5420865,2017-06-21T18:04:55.490Z,CA,AB,Fort Mcmurray,56.72977,-111.38587,POI1,378.279286124308
5420787,2017-06-21T22:04:54.620Z,CA,ON,Newmarket,44.039,-79.4724,POI3,494.32343203476347
5420749,2017-06-21T16:04:53.520Z,CA,SK,Regina,50.45507,-104.63897,POI1,695.6616672195292
5420690,2017-06-21T00:04:57.790Z,CA,ON,Mississauga,43.5771,-79.6306,POI3,526.7917796905883
5420629,2017-06-21T11:04:57.503Z,CA,ON,Cambridge,43.33,-80.2879,POI3,586.5356373091668
5420565,2017-06-21T04:04:57.190Z,CA,ON,Scarborough,43.7084,-79.2856,POI3,495.4375044956862
5420530,2017-06-21T00:04:56.410Z,CA,AB,Fort Mcmurray,56.7377,-111.438,POI1,377.948481917311
5420449,2017-06-21T00:04:56.203Z,CA,ON,Ottawa,45.3244,-75.6048,POI3,160.6140594730872
5420420,2017-06-21T14:04:54.817Z,CA,ON,Brampton,43.6657,-79.7763,POI3,533.1052397981504
5420401,2017-06-21T13:04:53.423Z,CA,AB,Edmonton,53.587,-113.441,POI1,5.416846823637305
5420393,2017-06-21T11:04:55.177Z,CA,SK,Saskatoon,52.1218,-106.645,POI1,485.8266582262002
5420382,2017-06-21T05:04:53.790Z,CA,AB,Calgary,50.9819,-114.1004,POI1,288.18244401042864
5420285,2017-06-21T12:04:52.607Z,CA,SK,Regina,50.45507,-104.63897,POI1,695.6616672195292
5420214,2017-06-21T13:04:54.447Z,CA,AB,Calgary,51.0242,-114.1004,POI1,283.5266400944876
5420183,2017-06-21T17:04:53.233Z,CA,SK,Regina,50.45507,-104.63897,POI1,695.6616672195292
5420098,2017-06-21T14:04:52.810Z,CA,ON,Almonte,45.2294,-76.1904,POI3,207.53880779718446
5420038,2017-06-21T22:04:51.927Z,CA,QC,Montréal,45.5335,-73.667,POI3,7.97595403763793
5420002,2017-06-21T19:04:50.457Z,CA,AB,Calgary,51.0878,-114.06,POI1,276.128279625339
5419908,2017-06-21T12:04:50.400Z,CA,AB,Calgary,50.89935,-114.0463,POI1,296.7766702947876
5419843,2017-06-21T04:04:51.417Z,CA,AB,Calgary,51.0823,-113.9578,POI1,275.8406643288439
5419783,2017-06-21T20:04:50.767Z,CA,AB,Calgary,51.03433,-113.96447,POI1,281.19322331063336
5419751,2017-06-21T14:04:50.570Z,CA,AB,Calgary,51.03687,-113.96265,POI1,280.8982772790844
5419668,2017-06-21T04:04:50.517Z,CA,AB,Calgary,51.0381,-114.118,POI1,282.17681687853485
5419651,2017-06-21T19:04:50.290Z,CA,AB,Calgary,51.0378,-114.065,POI1,281.68360939878124
5419581,2017-06-21T15:04:51.493Z,CA,AB,Calgary,51.0823,-113.9578,POI1,275.8406643288439
5419535,2017-06-21T08:04:51.233Z,CA,ON,Ottawa,45.4298,-75.6931,POI3,166.15971631385648
5419480,2017-06-21T14:04:50.323Z,CA,ON,Mississauga,43.5869,-79.7559,POI3,535.3775862489452
5419431,2017-06-21T21:04:44.937Z,CA,AB,Innisfail,52.0269,-113.9507,POI1,171.80316059857827
5419357,2017-06-21T09:04:44.680Z,CA,ON,Markham,43.9045,-79.3392,POI3,490.20877232191583
5419334,2017-06-21T12:04:46.143Z,CA,AB,Airdrie,51.3082,-114.0398,POI1,251.66809158464568
5419188,2017-06-21T02:04:44.893Z,CA,AB,Innisfail,52.0269,-113.9507,POI1,171.80316059857827
5419130,2017-06-21T09:04:44.340Z,CA,NS,Halifax,44.6988,-63.664,POI4,67.62132983765056
5419032,2017-06-21T13:04:43.473Z,CA,ON,Toronto,43.7264,-79.3978,POI3,502.693975649233
5419013,2017-06-21T15:04:44.357Z,CA,NS,Halifax,44.6496,-63.6133,POI4,70.62959965181294
5418923,2017-06-21T22:04:42.693Z,CA,ON,St Thomas,42.77463,-81.18491,POI3,679.9217224272895
5418813,2017-06-21T10:04:43.127Z,CA,ON,Guelph,43.5215,-80.2338,POI3,573.2728103037383
5418649,2017-06-21T12:04:39.480Z,CA,ON,Bracebridge,45.054,-79.3404,POI3,454.6154663773424
5418618,2017-06-21T03:04:42.010Z,CA,AB,Red Deer,52.246,-113.791,POI1,146.01457757352188
5418522,2017-06-21T17:04:41.770Z,CA,ON,Thunder Bay,48.38034,-89.25186,POI3,1229.8711936313787
5418495,2017-06-21T00:04:39.410Z,CA,ON,Collingwood,44.4962,-80.2194,POI3,535.1644241813028
5418444,2017-06-21T14:04:38.087Z,CA,AB,Calgary,51.05355,-113.96538,POI1,279.0769503645364
5418405,2017-06-21T15:04:41.033Z,CA,ON,Saint Catharines,43.135,-79.243,POI3,523.58530237598
5418384,2017-06-21T15:04:39.590Z,CA,ON,Toronto,43.6557,-79.3646,POI3,503.7232841642526
5418292,2017-06-21T10:04:39.563Z,CA,SK,Saskatoon,52.12338,-106.73823,POI1,479.852316639475
5418266,2017-06-21T21:04:39.507Z,CA,ON,Toronto,43.6557,-79.3646,POI3,503.7232841642526
5418207,2017-06-21T02:04:37.787Z,CA,ON,Ottawa,45.3244,-75.6048,POI3,160.6140594730872
5418135,2017-06-21T02:04:40.477Z,CA,SK,Regina,50.4574,-104.628,POI1,696.1719701442601
5418056,2017-06-21T08:04:39.530Z,CA,ON,Newmarket,44.0587,-79.4591,POI3,492.5333200844163
5418004,2017-06-21T00:04:39.007Z,CA,AB,Calgary,50.92046,-114.01885,POI1,294.2115794479319
5417905,2017-06-21T22:04:37.720Z,CA,QC,Montréal,45.5435,-73.6341,POI3,5.833694853811036
5417874,2017-06-21T13:04:37.750Z,CA,QC,Montréal,45.5435,-73.6341,POI3,5.833694853811036
5417791,2017-06-21T21:04:36.950Z,CA,BC,Surrey,49.18448,-122.85723,POI1,810.4205640792086
5417726,2017-06-21T15:04:35.987Z,CA,ON,North York,43.7613,-79.4885,POI3,507.6485147380638
5417695,2017-06-21T21:04:35.283Z,CA,AB,Calgary,51.08172,-114.16088,POI1,277.84703743173117
5417553,2017-06-21T10:04:35.183Z,CA,ON,Brantford,43.1207,-80.2893,POI3,597.5126024009461
5417501,2017-06-21T15:04:35.157Z,CA,AB,Calgary,51.0235,-114.113,POI1,283.7311706567986
5417466,2017-06-21T00:04:35.137Z,CA,ON,Mississauga,43.5769,-79.6283,POI3,526.635600094437
5417415,2017-06-21T14:04:34.910Z,CA,SK,Saskatoon,52.13044,-106.71133,POI1,481.26486608190896
5417378,2017-06-21T19:04:36.753Z,CA,AB,Fort Mcmurray,56.72977,-111.38587,POI1,378.279286124308
5417375,2017-06-21T12:04:35.367Z,CA,AB,Fort Mcmurray,56.72657,-111.43968,POI1,376.7564152835482
5417349,2017-06-21T16:04:35.207Z,CA,AB,Calgary,51.1229,-114.189,POI1,273.6552970863314
5417337,2017-06-21T16:04:34.660Z,CA,ON,Richmond Hill,43.8939,-79.4375,POI3,497.90365333347563
5417330,2017-06-21T12:04:36.400Z,CA,AB,Fort Mcmurray,56.72977,-111.38587,POI1,378.279286124308
5417311,2017-06-21T02:04:35.813Z,CA,QC,Trois-Rivières,46.3668,-72.6168,POI3,119.24031128278992
5417274,2017-06-21T18:04:35.347Z,CA,ON,Almonte,45.2294,-76.1904,POI3,207.53880779718446
5417187,2017-06-21T18:04:35.170Z,CA,AB,Calgary,50.9316,-114.096,POI1,293.6782585483187
5417105,2017-06-21T07:04:34.707Z,CA,ON,York,43.703,-79.512,POI3,512.1019825243789
5417047,2017-06-21T15:04:32.177Z,CA,ON,Mississauga,43.6028,-79.5929,POI3,522.804648917506
5416989,2017-06-21T00:04:36.183Z,CA,AB,Rocky Mountain House,52.3986,-114.93468,POI1,160.29345375569386
5416913,2017-06-21T02:04:35.387Z,CA,AB,Calgary,50.92046,-114.01885,POI1,294.2115794479319
5416874,2017-06-21T02:04:35.190Z,CA,ON,Almonte,45.2294,-76.1904,POI3,207.53880779718446
5416839,2017-06-21T00:04:33.867Z,CA,MB,Winnipeg,49.8284,-97.0599,POI1,1202.0966533283706
5416738,2017-06-21T01:04:32.627Z,CA,QC,Bishopton,45.69938,-71.45891,POI3,165.08318827588673
5416594,2017-06-21T21:04:31.860Z,CA,ON,Scarborough,43.83595,-79.22785,POI3,485.17493616418784
5416592,2017-06-21T18:04:30.837Z,CA,ON,North York,43.7673,-79.4111,POI3,501.72710501407914
5416473,2017-06-21T01:04:29.657Z,CA,ON,Toronto,35.77532,51.32877,POI4,8870.843577437432
5416392,2017-06-21T05:04:29.490Z,CA,ON,Mississauga,43.5355,-79.6915,POI3,533.2462200931351
5416359,2017-06-21T14:04:29.450Z,CA,ON,Toronto,43.6715,-79.3801,POI3,504.0656642319901
5416278,2017-06-21T01:04:29.387Z,CA,ON,Toronto,43.7264,-79.3978,POI3,502.693975649233
5416147,2017-06-21T11:04:29.320Z,CA,ON,Ottawa,45.4164,-75.679,POI3,165.18089530152648
5416104,2017-06-21T15:04:29.270Z,CA,ON,Ottawa,45.3745,-75.7095,POI3,168.00461423562604
5416010,2017-06-21T16:04:29.250Z,CA,ON,Scarborough,43.7936,-79.2692,POI3,490.16584924889673
5415956,2017-06-21T14:04:32.833Z,CA,ON,Toronto,43.64686,-79.42801,POI3,508.7329568716473
5415813,2017-06-21T11:04:29.683Z,CA,ON,North York,43.7515,-79.447,POI3,505.0822393134719
5415697,2017-06-21T14:04:29.510Z,CA,ON,Etobicoke,43.6879,-79.557,POI3,516.0903406186962
5415604,2017-06-21T06:04:29.410Z,CA,ON,Whitby,43.8873,-78.9422,POI3,461.99512937156834
5415514,2017-06-21T10:04:29.357Z,CA,AB,Edmonton,53.5771,-113.42408,POI1,5.3302457545214565
5415512,2017-06-21T18:04:29.303Z,CA,ON,Nepean,45.3596,-75.7436,POI3,170.84111217385808
5415414,2017-06-21T04:04:29.270Z,CA,AB,Calgary,50.9899,-114.1574,POI1,287.89145644849873
5415338,2017-06-21T22:04:29.223Z,CA,ON,Mississauga,43.6046,-79.6729,POI3,528.5046202081787
5415326,2017-06-21T16:04:29.553Z,CA,ON,Scarborough,43.7262,-79.232,POI3,490.6981079686095
5415283,2017-06-21T18:04:29.523Z,CA,ON,Toronto,43.6531,-79.4847,POI3,512.5240269781824
5415193,2017-06-21T15:04:29.473Z,CA,ON,Barrie,44.389,-79.689,POI3,497.8521396456694
5415045,2017-06-21T20:04:29.313Z,CA,ON,Ottawa,45.4448,-75.6915,POI3,165.9189777354227
5415039,2017-06-21T19:04:29.263Z,CA,ON,Ottawa,45.4298,-75.6931,POI3,166.15971631385648
5414950,2017-06-21T19:04:29.210Z,CA,ON,Saint Catharines,43.1941,-79.2525,POI3,520.7477983449267
5414919,2017-06-21T11:04:29.180Z,CA,ON,Mississauga,43.5873,-79.6076,POI3,524.6283733042764
5414908,2017-06-21T05:04:29.173Z,CA,ON,Mississauga,43.53772,-79.73037,POI3,535.9398339589142
5414875,2017-06-21T12:04:32.137Z,CA,SK,Saskatoon,52.1225,-106.72488,POI1,480.7344500350846
5414809,2017-06-21T08:04:30.393Z,CA,BC,Surrey,49.122,-122.7107,POI1,806.8666381563352
5414731,2017-06-21T12:04:29.590Z,CA,ON,Mississauga,43.5869,-79.7559,POI3,535.3775862489452
5414679,2017-06-21T13:04:29.427Z,CA,ON,Belleville,44.1737,-77.3967,POI3,337.0921440494025
5414649,2017-06-21T18:04:29.353Z,CA,ON,Ottawa,45.4448,-75.6915,POI3,165.9189777354227
5414554,2017-06-21T08:04:29.293Z,CA,ON,Markham,43.8747,-79.2599,POI3,485.73428555743294
5414524,2017-06-21T12:04:29.273Z,CA,AB,Edmonton,53.5771,-113.42408,POI1,5.3302457545214565
5414523,2017-06-21T22:04:27.823Z,CA,ON,Toronto,43.66309,-79.40324,POI3,506.14852694522574
5414460,2017-06-21T09:04:29.680Z,CA,ON,Gravenhurst,44.9198,-79.3741,POI3,459.6975985534058
5414393,2017-06-21T17:04:29.663Z,CA,ON,Gravenhurst,44.9198,-79.3741,POI3,459.6975985534058
5414365,2017-06-21T12:04:29.600Z,CA,ON,Mississauga,43.5869,-79.7559,POI3,535.3775862489452
5414345,2017-06-21T16:04:29.583Z,CA,ON,Whitby,43.8873,-78.9422,POI3,461.99512937156834
5414334,2017-06-21T11:04:29.490Z,CA,ON,Ottawa,45.4448,-75.6915,POI3,165.9189777354227
5414330,2017-06-21T18:04:29.440Z,CA,ON,Oakville,43.4462,-79.6688,POI3,536.1385379869045
5414269,2017-06-21T05:04:29.367Z,CA,ON,Toronto,43.6651,-79.4369,POI3,508.4827813631055
5414172,2017-06-21T17:04:29.240Z,CA,ON,Scarborough,43.7936,-79.2692,POI3,490.16584924889673
5414167,2017-06-21T20:04:27.520Z,CA,ON,Toronto,43.66309,-79.40324,POI3,506.14852694522574
5414119,2017-06-21T18:04:28.213Z,CA,SK,Regina,50.48134,-104.68208,POI1,691.5122869545069
5414097,2017-06-21T12:04:26.830Z,CA,ON,Cambridge,43.3644,-80.3152,POI3,586.7920336648593
5414035,2017-06-21T08:04:26.107Z,CA,ON,Toronto,43.6477,-79.4174,POI3,507.92591183330273
5413957,2017-06-21T19:04:25.470Z,CA,ON,Toronto,43.66685,-79.42065,POI3,507.2227074474247
5413922,2017-06-21T00:04:24.707Z,CA,MB,Brandon,49.8164,-99.96523,POI1,1018.1729123739456
5413873,2017-06-21T10:04:27.870Z,CA,ON,Toronto,43.6735,-79.403,POI3,505.6226237891173
5413689,2017-06-21T05:04:26.260Z,CA,ON,Brampton,43.7796,-79.7681,POI3,527.2892446883714
5413626,2017-06-21T14:04:26.250Z,CA,ON,Brampton,43.7796,-79.7681,POI3,527.2892446883714
5413530,2017-06-21T19:04:24.887Z,CA,AB,Calgary,50.9819,-114.1004,POI1,288.18244401042864
5413421,2017-06-21T07:04:21.980Z,CA,AB,Fort Mcmurray,56.7377,-111.438,POI1,377.948481917311
5413397,2017-06-21T21:04:23.423Z,CA,AB,Calgary,50.987,-113.9634,POI1,286.4150050736889
5413314,2017-06-21T01:04:22.440Z,CA,ON,Scarborough,43.83598,-79.22789,POI3,485.1764574995241
5413296,2017-06-21T02:04:22.280Z,CA,AB,Fort Mackay,57.32867,-111.75584,POI1,434.4837427349232
5413290,2017-06-21T15:04:22.460Z,CA,AB,Calgary,50.9505,-113.947,POI1,290.32648136852663
5413278,2017-06-21T06:04:23.620Z,CA,AB,Edmonton,53.5771,-113.42408,POI1,5.3302457545214565
5413255,2017-06-21T14:04:23.527Z,CA,ON,Kitchener,43.4494,-80.47396,POI3,594.2183693697651
5413147,2017-06-21T06:04:22.143Z,CA,QC,Laval,45.57311,-73.73099,POI3,14.063941718126012
5413083,2017-06-21T05:04:20.190Z,CA,AB,Calgary,50.8476,-114.1958,POI1,303.9403478361416
5412930,2017-06-21T18:04:18.863Z,CA,ON,Oshawa,43.9205,-78.8287,POI3,452.19393260755925
5412818,2017-06-21T09:04:22.337Z,CA,AB,Calgary,51.0621,-114.1159,POI1,279.51593920420396
5412775,2017-06-21T13:04:19.360Z,CA,ON,Whitby,43.84775,-79.04318,POI3,471.1913360198138
5412718,2017-06-21T08:04:20.503Z,CA,ON,Cambridge,43.3842,-80.2968,POI3,584.4813188636394
5412694,2017-06-21T00:04:20.170Z,CA,AB,Lacombe,52.4674,-113.712,POI1,120.90480095537852
5412675,2017-06-21T00:04:20.130Z,CA,AB,Calgary,51.1581,-113.938,POI1,267.310140639797
5412595,2017-06-21T06:04:20.090Z,CA,AB,Calgary,50.94976,-114.13004,POI1,292.01696623625054
5412576,2017-06-21T07:04:20.043Z,CA,AB,Lethbridge,49.69626,-112.91052,POI1,429.92400203255323
5412530,2017-06-21T22:04:19.750Z,CA,SK,Saskatoon,52.1049,-106.561,POI1,491.85070783466176
5412442,2017-06-21T12:04:18.970Z,CA,ON,Oshawa,43.9205,-78.8287,POI3,452.19393260755925
5412386,2017-06-21T06:04:18.243Z,CA,QC,Montréal,45.57177,-73.56878,POI3,5.579553980618865
5412333,2017-06-21T06:04:19.683Z,CA,SK,Saskatoon,52.116,-106.669,POI1,484.544383955104
5412292,2017-06-21T16:04:18.307Z,CA,QC,Saint-Eustache,45.57148,-73.91241,POI3,27.53779437206296
5412245,2017-06-21T00:04:17.250Z,CA,ON,Port Colborne,42.877,-79.242,POI3,539.4353047004162
5412169,2017-06-21T09:04:16.173Z,CA,SK,Saskatoon,52.1225,-106.72488,POI1,480.7344500350846
5412109,2017-06-21T19:04:19.600Z,CA,ON,Richmond Hill,43.8939,-79.4375,POI3,497.90365333347563
5411974,2017-06-21T14:04:17.873Z,CA,ON,Ottawa,45.3244,-75.6048,POI3,160.6140594730872
5411954,2017-06-21T17:04:16.590Z,CA,ON,Markham,43.87993,-79.34614,POI3,491.8146507002599
5411888,2017-06-21T18:04:16.327Z,CA,ON,Markham,43.87993,-79.34614,POI3,491.8146507002599
5411835,2017-06-21T10:04:18.470Z,CA,MB,Winnipeg,49.78809,-97.15308,POI1,1198.115102548138
5411767,2017-06-21T02:04:14.523Z,CA,ON,North York,43.7613,-79.4885,POI3,507.6485147380638
5411597,2017-06-21T20:04:14.513Z,CA,ON,Mississauga,43.5115,-79.6292,POI3,529.9669893106179
5411506,2017-06-21T11:04:14.437Z,CA,ON,Ottawa,45.3617,-75.7905,POI3,174.45274830878247
5411426,2017-06-21T13:04:14.160Z,CA,ON,Ottawa,45.3882,-75.7299,POI3,169.42780744346095
5411287,2017-06-21T15:04:14.287Z,CA,ON,Scarborough,43.7295,-79.2629,POI3,492.77132153968125
5411219,2017-06-21T12:04:14.263Z,CA,ON,Toronto,43.7129,-79.3888,POI3,502.6877452487099
5411171,2017-06-21T21:04:14.250Z,CA,BC,Surrey,49.16654,-122.8926,POI1,813.6717182636249
5411106,2017-06-21T01:04:14.117Z,CA,SK,Saskatoon,52.1225,-106.72488,POI1,480.7344500350846
